Estación,Título,latitud,longitud,Fecha,Periodo,SO2,H2S,NO,NO2,NOX,CO,O3,PM10,PM25,BEN,TOL,MXIL,Dirección Viento,Velocidad Viento,Temperatura,HR,PRB,RS,LL
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-05","10","2","0.800000011920929","1","2","2","","68","11","5","0.100000001490116","0.300000011920929","0.100000001490116","183","2.27999997138977","15.6000003814697","64","1001","191","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-05","11","3","0.800000011920929","1","2","2","","68","9","5","0.200000002980232","0.200000002980232","0.200000002980232","184","2.22000002861023","16.8999996185303","59","1002","305","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-05","12","3","0.800000011920929","1","2","2","","67","6","4","0.600000023841858","0.200000002980232","0.100000001490116","187","2.92000007629395","17.7999992370605","57","1002","423","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-05","13","4","0.800000011920929","1","2","2","","65","9","4","0.800000011920929","0.200000002980232","0.100000001490116","190","2.07999992370605","17.7999992370605","57","1002","254","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-05","14","4","0.800000011920929","1","2","2","","62","10","7","0.800000011920929","0.200000002980232","0.100000001490116","218","1.27999997138977","16.3999996185303","66","1003","118","0.200000002980232"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-05","15","3","0.800000011920929","1","4","5","","55","11","7","0.899999976158142","0.400000005960464","0.200000002980232","206","1.12999999523163","13.6000003814697","93","1004","101","0.800000011920929"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-05","16","2","0.800000011920929","1","4","4","","53","7","9","0.899999976158142","1.60000002384186","0.699999988079071","201","1.08000004291534","13.3000001907349","90","1004","95","0.200000002980232"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-05","17","2","0.800000011920929","1","4","4","","59","9","8","0.300000011920929","0.400000005960464","0.600000023841858","206","1.38999998569489","14","78","1004","50","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-05","18","2","0.800000011920929","1","2","2","","66","11","9","0.100000001490116","0.200000002980232","0.200000002980232","207","1.48000001907349","12.3999996185303","88","1005","34","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-05","19","2","0.800000011920929","1","3","3","","64","9","7","0.200000002980232","0.200000002980232","0.300000011920929","205","1.54999995231628","12.6000003814697","82","1005","34","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-05","20","2","0.800000011920929","1","5","4","","63","5","7","0.800000011920929","0.5","0.300000011920929","202","1.67999994754791","13.1000003814697","76","1006","34","0.200000002980232"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-05","21","2","0.800000011920929","1","2","2","","69","6","5","0.200000002980232","0.200000002980232","0.100000001490116","186","3.02999997138977","13.3999996185303","72","1006","34","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-05","22","2","0.800000011920929","1","2","2","","70","6","6","0.100000001490116","0.100000001490116","0.100000001490116","177","2.22000002861023","13.3999996185303","71","1007","34","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-05","23","2","0.800000011920929","1","2","2","","70","5","7","0.100000001490116","0.200000002980232","0.100000001490116","185","2.79999995231628","13.1000003814697","71","1007","34","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-05","24","2","0.800000011920929","1","2","2","","67","4","5","0.100000001490116","0.200000002980232","0.100000001490116","175","1.58000004291534","12.3000001907349","76","1008","34","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-06","1","2","0.800000011920929","1","2","2","","64","5","4","0.100000001490116","0.200000002980232","0.300000011920929","174","1.44000005722046","11.5","80","1009","33","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-06","2","1","0.800000011920929","1","2","2","","66","9","5","0.100000001490116","0.200000002980232","0.200000002980232","178","1.33000004291534","11.3000001907349","78","1009","34","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-06","3","1","0.800000011920929","1","2","2","","69","14","4","0.200000002980232","0.200000002980232","0.200000002980232","179","1.36000001430511","11.5","72","1009","34","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-06","4","1","0.800000011920929","1","2","2","","71","10","8","0.200000002980232","0.200000002980232","0.200000002980232","174","1.57000005245209","11.6000003814697","69","1009","33","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-06","5","1","0.800000011920929","1","2","2","","72","11","7","0.100000001490116","0.300000011920929","0.100000001490116","179","1.92999994754791","11.8999996185303","67","1010","33","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-06","6","1","0.800000011920929","1","2","2","","71","10","7","0.100000001490116","0.100000001490116","0.100000001490116","179","1.70000004768372","11.6000003814697","68","1010","33","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-06","7","1","0.800000011920929","1","2","2","","70","10","7","0.200000002980232","0.5","0.300000011920929","188","1.77999997138977","11.3999996185303","68","1011","34","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-06","8","1","0.800000011920929","1","2","2","","71","10","10","0.200000002980232","0.300000011920929","0.200000002980232","184","2.02999997138977","11.8000001907349","66","1011","47","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-06","9","1","0.800000011920929","1","2","2","","70","11","9","0.100000001490116","0.300000011920929","0.100000001490116","183","2.17000007629395","12.8999996185303","64","1012","163","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-06","10","1","0.800000011920929","1","3","4","","70","8","8","0.100000001490116","0.200000002980232","0.100000001490116","196","3.11999988555908","14","62","1013","285","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-06","11","2","0.800000011920929","1","3","4","","69","10","5","0.200000002980232","0.200000002980232","0.200000002980232","204","1.94000005722046","14.1999998092651","62","1014","256","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-06","12","3","0.800000011920929","1","2","2","","72","13","3","0.200000002980232","0.300000011920929","0.200000002980232","201","2.50999999046326","15.5","57","1014","419","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-06","13","3","0.800000011920929","1","2","2","","73","10","1","0.300000011920929","0.300000011920929","0.100000001490116","188","2.96000003814697","15.8000001907349","55","1014","394","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-06","14","3","0.800000011920929","1","4","5","","69","9","4","0.200000002980232","0.200000002980232","0.100000001490116","220","1.97000002861023","15.1000003814697","59","1014","229","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-06","15","3","0.800000011920929","1","4","4","","68","13","5","0.300000011920929","0.200000002980232","0.100000001490116","202","1.35000002384186","14.3999996185303","63","1014","149","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-06","16","1","0.800000011920929","1","2","3","","72","9","10","0.200000002980232","0.400000005960464","0.200000002980232","184","2.08999991416931","13.3999996185303","62","1015","120","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-06","17","1","0.800000011920929","1","5","6","","65","20","15","0.300000011920929","0.200000002980232","0.100000001490116","178","1.5900000333786","11.8000001907349","73","1015","62","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-06","18","1","0.800000011920929","1","5","5","","65","18","12","0.200000002980232","0.200000002980232","0.100000001490116","177","1.27999997138977","11.3000001907349","74","1016","34","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-06","19","1","0.800000011920929","1","4","4","","67","23","8","0.400000005960464","0.300000011920929","0.200000002980232","179","1.19000005722046","11.3000001907349","72","1016","33","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-06","20","1","0.800000011920929","1","5","5","","63","20","3","0.200000002980232","0.300000011920929","0.200000002980232","176","1","10.8000001907349","74","1017","33","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-06","21","1","1.70000004768372","1","16","16","","47","41","19","0.5","0.800000011920929","0.5","162","1","9.89999961853027","78","1017","33","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-06","22","1","0.899999976158142","1","7","7","","60","27","14","0.899999976158142","3","2.5","166","1.05999994277954","10","75","1017","33","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-06","23","3","1.79999995231628","1","21","21","","39","36","13","0.699999988079071","0.800000011920929","0.600000023841858","160","1.05999994277954","9.10000038146973","79","1017","33","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-06","24","3","1.39999997615814","1","17","17","","37","20","14","1.20000004768372","1.89999997615814","1.5","180","1.01999998092651","8.39999961853027","82","1016","33","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-07","1","9","5.59999990463257","1","31","31","","20","63","20","4.59999990463257","2.70000004768372","1.29999995231628","177","1.1599999666214","8.69999980926514","80","1015","33","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-07","2","17","2.40000009536743","3","30","35","","23","42","18","8.39999961853027","3.70000004768372","1","193","1.73000001907349","9.30000019073486","72","1015","33","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-07","3","27","1.60000002384186","6","31","40","","21","24","14","0.699999988079071","0.600000023841858","0.400000005960464","187","1.63999998569489","9.39999961853027","73","1015","33","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-07","4","8","1.10000002384186","1","12","12","","37","24","9","0.800000011920929","0.600000023841858","0.400000005960464","172","1.02999997138977","8.80000019073486","81","1015","33","0.600000023841858"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-07","5","4","2.29999995231628","1","16","16","","29","37","8","1.5","1.10000002384186","0.400000005960464","158","1.25","8.60000038146973","95","1015","34","0.800000011920929"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-07","6","2","1","1","11","12","","38","12","6","2.5","3.20000004768372","0.699999988079071","176","2.00999999046326","9.10000038146973","95","1015","33","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-07","7","2","0.800000011920929","1","15","15","","38","9","5","0.899999976158142","1","0.400000005960464","171","1.78999996185303","9.5","92","1015","33","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-07","8","2","1.39999997615814","2","25","27","","28","11","5","0.600000023841858","1.5","0.5","171","1.37999999523163","9.60000038146973","91","1015","53","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-07","9","3","1.29999995231628","2","20","24","","36","16","7","0.5","1","0.5","177","1.3400000333786","10.8999996185303","85","1016","112","0.200000002980232"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-07","10","2","0.899999976158142","1","5","5","","60","11","7","0.300000011920929","0.600000023841858","0.300000011920929","188","2.04999995231628","12.3999996185303","77","1016","116","0.200000002980232"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-07","11","1","0.800000011920929","1","2","2","","64","9","6","0.200000002980232","0.300000011920929","0.100000001490116","182","1.91999995708466","12.3000001907349","83","1017","125","0.600000023841858"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-07","12","1","0.800000011920929","4","9","15","","51","13","5","0.200000002980232","0.400000005960464","0.200000002980232","181","1.11000001430511","12.1000003814697","94","1018","153","0.400000005960464"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-07","13","1","0.800000011920929","1","5","6","","58","10","4","0.300000011920929","0.5","0.400000005960464","181","1.17999994754791","12.3999996185303","92","1018","160","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-07","14","1","0.800000011920929","1","5","6","","63","21","13","0.300000011920929","0.5","0.300000011920929","185","1.52999997138977","13.1000003814697","88","1018","223","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-07","15","1","0.800000011920929","1","2","3","","65","12","9","0.400000005960464","0.600000023841858","0.400000005960464","183","1.48000001907349","13.3999996185303","87","1018","171","0.200000002980232"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-07","16","1","0.800000011920929","1","4","4","","64","8","4","0.200000002980232","0.5","0.300000011920929","180","1.24000000953674","12.6999998092651","91","1019","82","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-07","17","1","0.800000011920929","1","6","7","","60","14","4","0.200000002980232","0.400000005960464","0.400000005960464","177","0.970000028610229","12.3999996185303","92","1019","43","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-07","18","1","0.800000011920929","1","6","6","","55","12","4","0.200000002980232","0.200000002980232","0.300000011920929","206","0.980000019073486","12","90","1019","34","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-07","19","1","1.5","1","25","26","","28","28","7","0.5","0.600000023841858","0.600000023841858","181","0.990000009536743","11.1999998092651","95","1019","34","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-07","20","1","1.5","1","22","22","","27","26","10","1.89999997615814","2.40000009536743","2.90000009536743","162","0.990000009536743","11.1000003814697","95","1019","34","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-07","21","1","1.29999995231628","1","25","26","","23","35","17","1","3.09999990463257","2.09999990463257","163","0.980000019073486","11","96","1019","34","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-07","22","1","1.29999995231628","1","24","25","","24","37","14","0.800000011920929","2.79999995231628","1.70000004768372","179","0.980000019073486","11.3000001907349","93","1019","34","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-07","23","1","0.899999976158142","1","13","12","","37","14","9","0.800000011920929","2.09999990463257","1.20000004768372","183","0.990000009536743","11.6999998092651","87","1018","34","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-07","24","1","0.800000011920929","1","18","17","","28","16","8","0.600000023841858","1.29999995231628","0.699999988079071","183","0.990000009536743","11.3999996185303","90","1018","34","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-08","1","2","2","1","22","21","","17","30","17","0.600000023841858","1.20000004768372","0.699999988079071","171","1.08000004291534","11.1000003814697","93","1018","33","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-08","2","3","2.40000009536743","1","26","27","","14","31","14","1.39999997615814","1.39999997615814","0.600000023841858","173","1.24000000953674","11.1999998092651","90","1017","33","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-08","3","6","2.29999995231628","2","22","24","","15","27","10","2.20000004768372","1.10000002384186","0.600000023841858","182","1.38999998569489","10.8999996185303","90","1017","33","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-08","4","7","3.29999995231628","2","23","25","","14","40","18","3.90000009536743","1.29999995231628","0.5","173","1.25","11.1999998092651","86","1016","33","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-08","5","12","2.79999995231628","14","30","51","","17","30","16","4.80000019073486","1.5","0.5","185","1.44000005722046","12","76","1015","33","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-08","6","20","2.20000004768372","4","26","32","","24","25","10","3.29999995231628","1.10000002384186","0.400000005960464","183","1.36000001430511","12.6999998092651","70","1015","33","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-08","7","14","2.70000004768372","1","19","20","","31","40","8","5.80000019073486","1.20000004768372","0.5","189","1.48000001907349","12.8000001907349","71","1014","33","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-08","8","11","2.79999995231628","2","24","26","","29","38","12","5.59999990463257","1.60000002384186","0.699999988079071","189","1","13.3999996185303","70","1014","56","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-08","9","15","2.40000009536743","4","31","36","","27","21","10","7.40000009536743","2.90000009536743","0.800000011920929","180","1.08000004291534","15.1000003814697","64","1013","107","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-08","10","11","3","15","37","59","","18","38","8","5.19999980926514","1.89999997615814","0.699999988079071","182","1.04999995231628","15.3999996185303","72","1013","130","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-08","11","8","2.20000004768372","38","56","115","","3","110","17","3.40000009536743","5.80000019073486","1.79999995231628","182","0.980000019073486","16.1000003814697","73","1012","181","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-08","12","6","2.09999990463257","30","53","98","","9","47","8","1.5","7.90000009536743","3.29999995231628","58","0.990000009536743","17.2999992370605","73","1012","165","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-08","13","3","1.29999995231628","11","43","59","","12","27","6","1.20000004768372","5.40000009536743","2.5","36","1.00999999046326","16.3999996185303","87","1011","121","0.600000023841858"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-08","14","2","1.79999995231628","16","45","69","","8","10","6","0.899999976158142","2.29999995231628","1.20000004768372","216","0.980000019073486","15.3999996185303","99","1010","87","0.800000011920929"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-08","15","2","1.60000002384186","17","42","68","","12","26","7","1.10000002384186","2.29999995231628","0.899999976158142","92","0.980000019073486","16.2999992370605","97","1010","153","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-08","16","3","1.79999995231628","9","49","63","","10","31","6","1","3","1.29999995231628","34","1","16.1000003814697","96","1009","71","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-08","17","4","1.5","5","31","39","","29","26","6","1.39999997615814","7","2.40000009536743","197","2.08999991416931","16","99","1010","39","0.200000002980232"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-08","18","3","0.899999976158142","1","18","19","","49","16","2","0.5","1.70000004768372","0.899999976158142","271","1.17999994754791","15.1000003814697","100","1011","35","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-08","19","2","0.899999976158142","1","13","13","","53","12","3","0.300000011920929","0.5","0.5","219","1.01999998092651","14.3999996185303","100","1011","36","1.79999995231628"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-08","20","2","0.899999976158142","1","17","18","","49","10","7","0.300000011920929","0.5","0.300000011920929","264","1","13.8000001907349","100","1011","36","1.39999997615814"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-08","21","1","0.800000011920929","1","12","13","","58","18","11","0.5","0.5","0.200000002980232","220","1.12000000476837","12.8999996185303","100","1012","36","5.40000009536743"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-08","22","1","1","2","21","24","","53","10","8","0.300000011920929","0.400000005960464","0.200000002980232","158","0.980000019073486","12","100","1012","35","2.79999995231628"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-08","23","1","0.800000011920929","1","5","4","","65","12","13","0.300000011920929","0.5","0.300000011920929","175","1.04999995231628","11.8000001907349","100","1013","35","1.20000004768372"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-08","24","2","0.800000011920929","1","5","4","","61","10","8","0.400000005960464","0.5","0.400000005960464","176","0.980000019073486","11.3999996185303","100","1013","34","0.200000002980232"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-09","1","2","0.899999976158142","1","3","3","","63","8","19","0.300000011920929","0.300000011920929","0.400000005960464","173","1.02999997138977","11.6000003814697","100","1012","34","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-09","2","2","0.800000011920929","1","3","3","","59","15","10","0.200000002980232","0.300000011920929","0.200000002980232","163","1","11.8999996185303","98","1012","35","0.200000002980232"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-09","3","1","0.800000011920929","1","2","2","","69","9","7","0.300000011920929","0.300000011920929","0.300000011920929","196","1.00999999046326","12.6000003814697","88","1013","35","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-09","4","1","0.800000011920929","1","2","2","","66","8","6","0.100000001490116","0.200000002980232","0.100000001490116","164","0.990000009536743","12.6000003814697","88","1013","34","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-09","5","1","0.800000011920929","1","2","2","","65","9","8","0.100000001490116","0.200000002980232","0.100000001490116","172","0.990000009536743","12.1999998092651","89","1013","34","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-09","6","1","0.800000011920929","1","7","8","","61","","","0.100000001490116","0.200000002980232","0.100000001490116","174","1.07000005245209","12.5","88","1014","34","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-09","7","","","","","","","","","","","","","176","1.20000004768372","12.5","84","1014","34","0.200000002980232"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-09","8","","","","","","","","","","","","","175","1.50999999046326","13.1000003814697","76","1015","44","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-09","9","","","","","","","","","","","","","178","1.53999996185303","14.1999998092651","72","1015","140","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-09","10","","","","","","","","","","","","","184","2.77999997138977","15.1000003814697","66","1015","195","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-09","11","","0.800000011920929","","","2","","","7","6","","","","187","2.03999996185303","15.3999996185303","69","1015","231","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-09","12","1","0.800000011920929","1","2","2","","63","8","6","0.400000005960464","0.800000011920929","1.5","186","2.25999999046326","16.1000003814697","65","1015","196","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-09","13","1","0.800000011920929","1","3","4","","62","8","4","0.300000011920929","0.600000023841858","0.699999988079071","203","1.96000003814697","16.8999996185303","65","1014","280","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-09","14","1","0.800000011920929","1","2","2","","70","6","6","0.200000002980232","0.5","0.5","197","2.42000007629395","17.2999992370605","58","1014","214","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-09","15","1","0.800000011920929","1","2","3","","70","10","5","0.200000002980232","0.300000011920929","0.300000011920929","202","2.41000008583069","17.6000003814697","57","1013","201","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-09","16","1","0.800000011920929","1","2","2","","70","10","5","0.200000002980232","0.300000011920929","0.200000002980232","194","1.98000001907349","16.5","60","1013","72","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-09","17","1","0.800000011920929","1","2","2","","69","8","7","0.300000011920929","0.400000005960464","0.200000002980232","199","1.10000002384186","16.1000003814697","62","1013","43","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-09","18","1","0.800000011920929","1","2","2","","66","14","11","0.5","0.300000011920929","0.200000002980232","175","1.29999995231628","15.6999998092651","64","1013","34","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-09","19","1","0.800000011920929","1","5","5","","64","11","12","0.300000011920929","0.300000011920929","0.200000002980232","204","1.02999997138977","15.1000003814697","68","1014","34","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-09","20","1","0.800000011920929","1","2","2","","64","14","14","0.5","0.5","0.200000002980232","199","1.17999994754791","15.1000003814697","70","1013","34","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-09","21","1","0.800000011920929","1","6","5","","58","12","9","0.300000011920929","0.300000011920929","0.200000002980232","203","0.980000019073486","14.6000003814697","73","1013","34","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-09","22","1","0.800000011920929","1","6","5","","60","16","9","0.300000011920929","0.5","0.300000011920929","220","0.990000009536743","14.3999996185303","75","1013","34","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-09","23","1","0.800000011920929","1","2","2","","64","15","9","0.300000011920929","0.5","0.400000005960464","209","1.0900000333786","14.5","74","1013","34","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-09","24","1","0.800000011920929","1","2","2","","68","9","11","0.200000002980232","0.200000002980232","0.200000002980232","180","1.87999999523163","15","68","1012","34","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-10","1","1","0.800000011920929","1","2","2","","69","6","9","0.200000002980232","0.200000002980232","0.100000001490116","187","2.35999989509583","15.1000003814697","70","1012","34","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-10","2","1","0.800000011920929","1","2","2","","68","4","8","0.100000001490116","0.200000002980232","0.100000001490116","183","2.17000007629395","14.8999996185303","72","1012","34","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-10","3","1","0.800000011920929","1","2","2","","67","5","6","0.100000001490116","0.200000002980232","0.100000001490116","185","2.29999995231628","14.6999998092651","74","1012","34","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-10","4","1","0.800000011920929","1","2","2","","67","4","6","0.200000002980232","0.100000001490116","0.100000001490116","202","1.24000000953674","14.6999998092651","72","1012","34","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-10","5","1","0.800000011920929","1","2","2","","68","6","6","0.200000002980232","0.200000002980232","0.100000001490116","188","1.12000000476837","14.6000003814697","72","1012","34","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-10","6","1","0.800000011920929","1","2","2","","63","9","3","0.200000002980232","0.200000002980232","0.100000001490116","200","1.08000004291534","14.1000003814697","78","1012","34","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-10","7","1","0.800000011920929","1","5","6","","52","11","4","0.300000011920929","0.5","0.200000002980232","248","0.980000019073486","13.3999996185303","84","1012","34","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-10","8","1","0.800000011920929","2","14","16","","49","11","9","0.300000011920929","0.5","0.300000011920929","180","1.04999995231628","13.6000003814697","87","1013","36","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-10","9","1","0.800000011920929","1","3","3","","58","9","6","0.200000002980232","0.699999988079071","0.200000002980232","196","1","14.1999998092651","84","1013","67","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-10","10","1","0.800000011920929","1","3","3","","56","7","13","0.200000002980232","0.5","0.200000002980232","199","1.01999998092651","14.8000001907349","82","1013","118","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-10","11","1","0.800000011920929","1","7","9","","51","15","9","0.200000002980232","0.300000011920929","0.200000002980232","202","1.21000003814697","15.8999996185303","78","1014","169","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-10","12","1","0.800000011920929","2","9","11","","51","24","9","0.200000002980232","0.400000005960464","0.400000005960464","224","1.00999999046326","16.6000003814697","77","1013","210","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-10","13","2","0.800000011920929","2","5","6","","55","7","6","0.200000002980232","0.400000005960464","0.5","217","1.24000000953674","16.3999996185303","75","1010","170","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-10","14","1","0.899999976158142","5","16","24","","45","30","9","0.200000002980232","0.200000002980232","0.300000011920929","289","0.990000009536743","16.2000007629395","81","1012","133","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-10","15","2","0.899999976158142","2","12","15","","49","49","13","0.300000011920929","0.5","0.300000011920929","310","1.12999999523163","15.6000003814697","85","1012","74","0"
"12","Estación móvil zona Portuarios","43.553280","-5.702679","2023-11-10","16","1","0.800000011920929","1","4","5","","54","21","9","0.300000011920929","0.400000005960464","0.200000002980232","226","0.889999985694885","15.1000003814697","89","1011","46","0"
